TIPO ;DATA;ATOS NORMATIVOS;DESCRIÇÂO;LEIS;LINK
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;23/10/1984;LEI Nº 7.231, DE 23 DE OUTUBRO DE 1984.;Transfere competência do INCRA para o Ministério da Agricultura, dispõe sobre o regime jurídico do pessoal do INCRA e da outras providências.;LEI Nº 7.231;http://www.planalto.gov.br/ccivil_03/LEIS/1980-1988/L7231.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;08/04/1987;LEI Nº 7.595, DE 8 DE ABRIL DE 1987.;Dispõe sobre a reestruturação da Justiça Federal de Primeira instância, e dá outras providências. Art. 8°;LEI Nº 7.595;http://www.planalto.gov.br/ccivil_03/LEIS/1980-1988/L7595.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;21/10/1987;DECRETO-LEI Nº 2.363, DE 21 DE OUTUBRO DE 1987.;Extingue o Instituto Nacional de Colonização e Reforma Agrária - INCRA, cria o Instituto Jurídico das Terras Rurais - Inter, e dá outras providências. Rejeitado pelo Decreto Legislativo nº 2, de 1989;DECRETO-LEI Nº 2.363;http://legislacao.planalto.gov.br/legisla/legislacao.nsf/Viw_Identificacao/DEL%202.363-1987?OpenDocument
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;31/12/1989;DECRETO LEGISLATIVO Nº 2, DE 1989.;"Rejeita o texto do Decreto-lei nº 2.363, de 21 de outubro de 1987, que ""extingue o Instituto Nacional de Colonização e Reforma Agrária - INCRA, cria o Instituto Jurídico das Terras Rurais - INTER e dá outras providências.";DECRETO LEGISLATIVO Nº 2;http://www.planalto.gov.br/ccivil_03/Congresso/DLG/DLG-2-1989.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;06/07/1993;LEI COMPLEMENTAR Nº 76, DE 6 DE JULHO DE 1993.;Dispõe sobre o procedimento contraditório especial, de rito sumário, para o processo de desapropriação de imóvel rural, por interesse social, para fins de reforma agrária. Art. 18, § 1°;LEI COMPLEMENTAR Nº 76;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp76.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;10/07/1997;LEI Nº 9.469, DE 10 DE JULHO DE 1997.;"Regulamenta o disposto no inciso VI do art. 4º da Lei Complementar nº 73, de 10 de fevereiro de 1993; dispõe sobre a intervenção da União nas causas em que figurarem, como autores ou réus, entes da administração indireta; regula os pagamentos devidos pela Fazenda Pública em virtude de sentença judiciária; revoga a Lei nº 8.197, de 27 de junho de 1991, e a Lei nº 9.081, de 19 de julho de 1995, e dá outras providências.";LEI Nº 9.469;http://www.planalto.gov.br/CCivil_03/Leis/L9469.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;25/11/1999;MEDIDA PROVISÓRIA No 1.911-12, DE 25 DE NOVEMBRO DE 1999. (REVOGADA);Altera dispositivos da Lei no 9.649, de 27 de maio de 1998, que dispõe sobre a organização da Presidência da República e dos Ministérios, e dá outras providências. Cria o Ministério de Política Fundiária e do Desenvolvimento Agrário, posteriormente Ministério do Desenvolvimento agrário (Mp n° 1.911- 14). Revogada e Reeditada pela Mpv nº 1.999-13, de 1999.;MEDIDA PROVISÓRIA No 1.911-12;http://www.planalto.gov.br/ccivil_03/mpv/antigas/1911-12.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;21/12/1962;DECRETO DO CONSELHO DE MINISTRO N° 1.878-A, DE 21 DE DEZEMBRO DE 1962.;Regulamento da Superintendência de Política Agrária - SUPRA;DECRETO DO CONSELHO DE MINISTRO N° 1.878-A;http://www.planalto.gov.br/ccivil_03/decreto/historicos/dcm/dcm1878-A.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;16/08/1982;DECRETO N° 87.457, DE 16 DE AGOSTO DE 1982. (REVOGADO);Institui o Programa Nacional de Política Fundiária, dispõe sobre as atribuições do Ministro de Estado Extraordinário para Assuntos Fundiários e dá outras providências. Revogado pelo Decreto nº 91.214, de 1985;DECRETO N° 87.457;http://www.planalto.gov.br/ccivil_03/decreto/1980-1989/1980-1984/D87457.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;12/12/1984;DECRETO Nº 90.698, DE 12 DE DEZEMBRO DE 1984.;Regulamenta a Lei nº 7.231, de 23 de outubro de 1984, quanto ao regime jurídico do pessoal do INCRA.;DECRETO Nº 90.698;http://www.planalto.gov.br/ccivil_03/decreto/1980-1989/D90698.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;30/04/1985;DECRETO Nº 91.214, DE 30 DE ABRIL DE 1985. (REVOGADO);Cria o Ministério da Reforma e do Desenvolvimento Agrário - MIRAD, dispõe sobre sua estrutura, e dá outras providências. Revogado pelo Decreto de 5 de setembro de 1991.;DECRETO Nº 91.214;http://www.planalto.gov.br/ccivil_03/decreto/1980-1989/1985-1987/D91214.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;10/10/1985;DECRETO Nº 91.766, DE 10 DE OUTUBRO DE 1985.;Aprova o plano nacional de reforma agrária, PNRA, e, da outras providências.;DECRETO Nº 91.766;http://www.planalto.gov.br/ccivIl_03/Atos/decretos/1985/D91766.html
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;21/10/1987;DECRETO N° 95.074, DE 21 DE OUTUBRO DE 1987. (REVOGADO);Dispõe sobre a estrutura básica do Ministério da Reforma e do Desenvolvimento Agrário (MIRAD). Revogado pelo Decreto de 5.9.1991.;DECRETO N° 95.074;http://www.planalto.gov.br/ccivil_03/decreto/1980-1989/1985-1987/D95074.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;11/01/2017;DECRETO Nº 8.955, DE 11 DE JANEIRO DE 2017.;Estrutura Regimental do Incra.;DECRETO Nº 8.955;http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/decreto/D8955.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;31/01/2017;PORTARIA/INCRA/P/Nº 49, DE 31 DE JANEIRO DE 2017 (REVOGADA);Regimento Interno do Incra. Revogada pela Portaria 338 de 09 de março de 2018.;PORTARIA/INCRA/P/Nº 49;http://www.incra.gov.br/sites/default/files/regimento_interno_incra_2017.pdf
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;09/03/2018;PORTARIA N° 338, DE 9 DE MARÇO DE 2018.;Regimento Interno do Incra de 2018.;PORTARIA N° 338;http://www.in.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/6261504/do1-2018-03-13-portaria-n-338-de-9-de-marco-de-2018-6261500
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;31/12/2013;RESOLUÇÃO CD INCRA Nº 1, de 2013;Regimento Interno do Conselho Diretor e dos Comitês de Decisão Regional do INCRA;RESOLUÇÃO CD INCRA Nº 1;http://www.editoramagister.com/legis_24290294_RESOLUCAO_N_1_DE_20_DE_MARCO_DE_2013.aspx
Módulo Rural;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;"Dispõe sobre o Estatuto da Terra, e dá outras providências. Artigos 4º, 50; 61, § 2°; 64, II; 65";LEI Nº 4.504;http://www.planalto.gov.br/ccivil_03/leis/L4504.htm
Módulo Rural;18/11/1966;DECRETO-LEI Nº 57, DE 18 DE NOVEMBRO DE 1966.;Altera dispositivos sobre lançamento e cobrança do Imposto sobre a Propriedade Territorial Rural, institui normas sobre arrecadação da Dívida Ativa correspondente, e dá outras providências.;DECRETO-LEI Nº 57;http://www.planalto.gov.br/ccivil_03/decreto-lei/Del0057.htm
Módulo Rural;12/12/1972;LEI N° 5.868, DE 12 DE DEZEMBRO DE 1972.;Cria o Sistema Nacional de Cadastro Rural, e dá outras providências. Art. 8° (Fração Mínima de Parcelamento);LEI N° 5.868;http://www.planalto.gov.br/ccivil_03/LEIS/L5868.htm
Módulo Rural;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;Artigos, 3º, 4º e 18-A;LEI Nº 8.629;http://www.planalto.gov.br/ccivil_03/LEIS/L8629compilado.htm
Módulo Rural;10/01/2002;LEI N° 10.406, DE 10 DE JANEIRO DE 2002.;"Institui o Código Civil. Art. 88; 1228, § 3°";LEI N° 10.406;http://www.planalto.gov.br/ccivil_03/leis/2002/L10406.htm
Módulo Rural;24/07/2006;LEI Nº 11.326, DE 24 DE JULHO DE 2006.;Estabelece as diretrizes para a formulação da Política Nacional da Agricultura Familiar e Empreendimentos Familiares Rurais. Art. 3º, I (dimensão do imóvel do agricultor familiar);LEI Nº 11.326;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Lei/L11326.htm
Módulo Rural;31/03/1965;DECRETO Nº 55.891, DE 31 DE MARÇO DE 1965.;Regulamenta o Capítulo I do Título I e a Seção III do Capítulo IV do Título II da Lei nº 4.504, de 30 de novembro de 1964 - Estatuto da Terra. Art. 11 a 14;DECRETO Nº 55.891;http://www.planalto.gov.br/ccivil_03/decreto/1950-1969/D55891.htm
Módulo Rural;27/10/1966;DECRETO N° 59.428, DE 27 DE OUTUBRO DE 1966.;Regulamenta os Capítulos I e II do Título II, o Capítulo II do Título III, e os arts. 81 - 82 - 83 - 91 - 109 - 111 - 114 - 115 e 126 da Lei nº 4.504, de 30 de novembro de 1964, o art. 22 do Decreto-lei nº 22.239, de 19 de dezembro de 1932, e os arts. 9 - 10 - 11 - 12 - 22 e 23 da Lei nº 4.947, de 6 de abril de 1966. Art. 94 a 98;DECRETO N° 59.428;http://www.planalto.gov.br/ccivil_03/decreto/antigos/d59428.htm
Módulo Rural;08/04/1968;DECRETO N° 62.504, DE 8 DE ABRIL DE 1968.;Regulamenta o artigo 65 da Lei n° 4.504, de 30 de novembro de 1964, o Art. 11 e parágrafos do Decreto-lei nº 57, de 18 de novembro de 1966, e dá outras providências. Art. 2°;DECRETO N° 62.504;http://www.planalto.gov.br/ccivil_03/decreto/Antigos/D62504.htm
Módulo Rural;30/07/1968;DECRETO N° 63.058, DE 30 DE JULHO DE 1968.;Regulamenta o Art. 65 e seus parágrafos da Lei nº 4.504, de 30 de novembro de 1964, combinado com o artigo 11 do Decreto-lei nº 57, de 18 de novembro de 1966.;DECRETO N° 63.058;http://www.planalto.gov.br/ccivil_03/decreto/1950-1969/D63058.htm
Módulo Rural;18/04/1973;DECRETO N° 72.106, DE 18 DE ABRIL DE 1973.;Regulamenta a Lei nº 5.868, de 12 de dezembro de 1972, que institui o Sistema Nacional de Cadastro Rural e dá outras providências. Art. 8° e 39;DECRETO N° 72.106;http://www.planalto.gov.br/ccivil_03/decreto/1970-1979/D72106.htm
Módulo Rural;06/05/1980;DECRETO Nº 84.685, DE 6 DE MAIO DE 1980.;Regulamento a Lei nº 6.746, de 10 de dezembro de 1979, que trata do Imposto sobre a Propriedade Territorial Rural - ITR e dá outras providências. Art. 4° (Conceito de Módulo Fiscal, fixado pelo Incra);DECRETO Nº 84.685;http://www.planalto.gov.br/ccivil_03/decreto/1980-1989/D84685.htm
Módulo Rural;31/05/2017;DECRETO Nº 9.064, DE 31 DE MAIO DE 2017.;Dispõe sobre a Unidade Familiar de Produção Agrária, institui o Cadastro Nacional da Agricultura Familiar e regulamenta a Lei nº 11.326, de 24 de julho de 2006, que estabelece as diretrizes para a formulação da Política Nacional da Agricultura Familiar e empreendimentos familiares rurais. Art. 2°, IV (Conceito de Módulo Fiscal, fixado pelo Incra);DECRETO Nº 9.064;http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2017/Decreto/D9064.htm
Módulo Rural;15/03/2018;DECRETO Nº 9.311, DE 15 DE MARÇO DE 2018.;Regulamenta a Lei nº 8.629, de 25 de fevereiro de 1993, e a Lei nº 13.001, de 20 de junho de 2014, para dispor sobre o processo de seleção, permanência e titulação das famílias beneficiárias do Programa Nacional de Reforma Agrária. Art. 44;DECRETO Nº 9.311;http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2018/Decreto/D9311.htm
Módulo Rural;06/06/1973;INSTRUÇÃO ESPECIAL/INCRA/Nº5-a, DE 06 DE JUNHO DE 1973.;Dispõe sobre Normas, Classificações, Questionários e Tabelas Relativas à Implantação do Sistema Nacional de Cadastro Rural e a Tributação previstas no Decreto nº72.106, de 18 de abril de 1973 e no Decreto 55.891, de 31 de março de 1965. Aprovada pela Portaria/MA 196/73.;INSTRUÇÃO ESPECIAL/INCRA/Nº5-a;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_especial/IE5a_060673.pdf
Módulo Rural;22/12/1980;INSTRUÇÃO NORMATIVA Nº 17-b, DE 22 DE DEZEMBRO DE 1980. (REVOGADA);Dispõe sobre o parcelamento de imóveis rurais. Revogada pela Instrução normativa n° 82 de 2015.;INSTRUÇÃO NORMATIVA Nº 17-b;http://www.condepefidem.pe.gov.br/c/document_library/get_file?p_l_id=20002&folderId=142737&name=DLFE-12378.pdf
Módulo Rural;26/08/1997;INSTUÇÃO ESPECIAL/INCRA Nº50, DE 26 DE AGOSTO DE 1997. PORTARIA Nº 36;Estabelece as Zonas Típicas de Módulo - ZTM e estende a Fração Mínima de Parcelamento -FMP, prevista para as capitais dos estados para outros municípios.;INSTUÇÃO ESPECIAL/INCRA Nº50;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_especial/IE50_260897.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;07/02/2007;DECRETO Nº 6.040, DE 7 DE FEVEREIRO DE 2007.;Institui a Política Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais.;DECRETO Nº 6.040;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2007/Decreto/D6040.htm
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;15/03/2018;DECRETO Nº 9.311, DE 15 DE MARÇO DE 2018.;Regulamenta a Lei nº 8.629, de 25 de fevereiro de 1993, e a Lei nº 13.001, de 20 de junho de 2014, para dispor sobre o processo de seleção, permanência e titulação das famílias beneficiárias do Programa Nacional de Reforma Agrária. Art. 45;DECRETO Nº 9.311;http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2018/Decreto/D9311.htm
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;08/09/2009;INSTRUÇÃO NORMATIVA Nº 3, DE 8 DE SETEMBRO DE 2009.;O plantio e condução de espécies florestais, nativas ou exóticas, com a finalidade de produção e corte em áreas de cultivo agrícola e pecuária alteradas, subutilizadas ou abandonadas, localizadas fora das Áreas de Preservação Permanente e de Reserva Legal, são isentos de apresentação de projeto e de vistoria técnica.;INSTRUÇÃO NORMATIVA Nº 3;http://www.mma.gov.br/estruturas/pnf/_arquivos/in_mma_03_2009_5.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;02/01/2009;INSTRUÇÃO NORMATIVA Nº 01, DE 02 DE JANEIRO DE 2009.;Procedimentos para a análise dos pedidos e concessão da Autorização para o Licenciamento Ambiental de atividades ou empreendimentos que afetem as unidades de conservação federais, suas zonas de amortecimento ou áreas circundantes.;INSTRUÇÃO NORMATIVA Nº 01;http://www.icmbio.gov.br/portal/images/stories/o-que-somos/in052009.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;02/09/2009;INSTRUÇÃO NORMATIVA N° 4, DE 2 DE SETEMBRO DE 2009. ICMBio;Estabelece procedimentos administrativos para autorização de atividades condicionadas ao controle do poder público e não sujeitas ao licenciamento ambiental previsto na Resolução CONAMA nº 237, de 1997 e de atividades cuja autorização seja exigida por normas específicas.;INSTRUÇÃO NORMATIVA N° 4;http://www.icmbio.gov.br/parnaguimaraes/images/stories/legislacao/in_icmbio_4_2009_autorizacao_direta_licenciamento.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;02/09/2009;INSTRUÇÃO NORMTIVA N° 5, DE 2 DE SETEMBRO DE 2009. ICMBio;Estabelece procedimentos para a análise dos pedidos e concessão da Autorização para o Licenciamento Ambiental de atividades ou empreendimentos que afetem as unidades de conservação federais, suas zonas de amortecimento ou áreas circundantes.;INSTRUÇÃO NORMTIVA N° 5;https://www.legisweb.com.br/legislacao/?id=77956
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;07/04/2010;INSTRUÇÃO NORMATIVA N° 61, DE 07 DE ABRIL DE 2010. (REVOGADA);Estabelece critérios e procedimentos para as atividades de Manejo Florestal Sustentável em Projeto de Assentamento. Revogada pela Portaria 505/2010.;INSTRUÇÃO NORMATIVA N° 61;http://www.incra.gov.br/media/institucional/legislacao/atos_internos/instrucoes/instrucao_normativa/IN_61_DT.PDF
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;17/12/2018;INSTRUÇÃO NORMATIVA Nº 93, DE 17 DE DEZEMBRO DE 2018;Dispõe sobre o processo de seleção das famílias beneficiárias do Programa Nacional de Reforma Agrária - PNRA.;INSTRUÇÃO NORMATIVA Nº 93;http://www.in.gov.br/materia/-/asset_publisher/Kujrw0TZC2Mb/content/id/56413221/do1-2018-12-21-instrucao-normativa-n-93-de-17-de-dezembro-de-2018-56412957
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;17/12/2018;INSTRUÇÃO NORMATIVA Nº 97, DE 17 DE DEZEMBRO DE 2018;Normatiza os procedimentos administrativos para titulação de imóveis rurais em Projetos de Assentamento de Reforma Agrária, criados em terras de domínio ou posse do Incra ou da União, bem como verificação das condições de permanência e de regularização de beneficiário no Programa Nacional de Reforma Agrária (PNRA).;INSTRUÇÃO NORMATIVA Nº 97;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_97_2018_0.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;19/07/2010;NORMA DE EXECUÇÃO N° 93, DE 19 DE JULHO DE 2010. (REVOGADA);Dispõe sobre a aprovação de modelos de contrato de concessão de direito real de usa para os projetos de assentamento ambientalmente diferenciados - Projeto de Assentamento Agroextrativista - PAE, Projeto de Desenvolvimento Sustentável - PDS e Projeto de Assentamento Florestal - PAF. Revogada pela Instrução Normativa n° 97 de 17 de dezembro de 2018.;NORMA DE EXECUÇÃO N° 93;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_93-2010_aprova_modelos_pae-pds-paf.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;30/07/1997;PORTARIA INCRA/P/Nº 627, DE 30 DE JULHO DE 1997.;Plano Nacional da Reforma Agrária – PNRA;PORTARIA INCRA/P/Nº 627;http://www.incra.gov.br/sites/default/files/uploads/institucionall/legislacao--/portarias/portarias-de-1987/portaria_incra_p627_300787.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;23/10/1996;PORTARIA/INCRA/P/N° 268, DE 23 DE OUTUBRO DE 1996.;Projeto de Assentamento Agroextrativista- PAE.;PORTARIA/INCRA/P/N° 269;http://www.incra.gov.br/sites/default/files/uploads/institucionall/legislacao--/portarias/portarias-de-1996/portaria_incra_p269_231096.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;06/10/1999;PORTARIA/MEPF/Nº 88, DE 6 DE OUTUBRO DE 1999. (DOU de 07.10.1999);Proíbe a desapropriação, a aquisição e outras quaisquer formas de obtenção de terras rurais em áreas com cobertura florestal primária incidentes nos Ecossistemas da Floresta Amazônica, da Mata Atlântica, e do Pantanal MatoGrossense e em outras áreas protegidas.;PORTARIA/MEPF/Nº 88;https://documentacao.socioambiental.org/documentos/T1D00030.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;19/09/2002;PORTARIA INTERMINISTERIAL MDA/MMA Nº 13, DE 19 DE SETEMBRO DE 2002. (REVOGADA);Reconhece as populações extrativistas tradicionais das RESEX como beneficiárias do PNRA. Revogada pela portaria n° 03 de 2008.;PORTARIA INTERMINISTERIAL MDA/MMA Nº 13;https://www.legisweb.com.br/legislacao/?id=184528
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;19/12/2003;PORTARIA N° 1.141, DE 19 DE DEZEMBRO DE 2003.;Projeto de Assentamento Florestal-PAF;PORTARIA N° 1.141;https://acervo.socioambiental.org/sites/default/files/documents/T1D00059.pdf
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;03/10/2008;PORTARIA INTERMINISTERIAL Nº 3, DE 3 DE OUTURBO DE 2008.;Reconhece os povos e comunidades tradicionais das Unidades de Conservação das categorias de Reserva Extrativista, Reserva de Desenvolvimento Sustentável e Floresta Nacional, como potenciais beneficiários do Programa Nacional de Reforma Agrária - PNRA e dá outras providências.;PORTARIA INTERMINISTERIAL Nº 3;http://www.florestal.gov.br/documentos/legilacao/florestas-comunitarias/2029-portaria-interministerial-mda-mma-n-3-2008/file
PROJETOS DE ASSENTAMENTO AMBIENTALMENTE DIFERENCIADOS-PDS, PAF, PAE;06/12/1990;RESOLUÇÃO Nº 13 DE 6 DE DEZEMBRO DE 1990.;Normas referentes ao entorno das Unidades de Conservação visando a proteção dos ecossistemas ali existentes.;RESOLUÇÃO Nº 13 ;http://www2.mma.gov.br/port/conama/res/res90/res1390.html
Regularização Fundiária;31/01/1988;CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL DE 1988;Art. 188;CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL DE 1988;http://www.planalto.gov.br/ccivil_03/constituicao/constituicaocompilado.htm
Regularização Fundiária;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;Dispõe sobre o Estatuto da Terra, e dá outras providências. Art. 97 a 102;LEI Nº 4.504;http://www.planalto.gov.br/ccivil_03/leis/L4504.htm
Regularização Fundiária;06/04/1966;LEI N° 4.947, DE 6 DE ABRIL DE 1966.;Fixa Normas de Direito Agrário, dispõe sobre o Sistema de Organização e Funcionamento do Instituto Brasileiro de Reforma Agrária, e dá outras Providências. Art. 6° a 8°;LEI N° 4.947;http://www.planalto.gov.br/CCivil_03/Leis/L4947.htm
Regularização Fundiária;28/02/1967;DECRETO-LEI Nº 271, DE 28 DE FEVEREIRO DE 1967.;Concessão de Direito Real de Uso Art. 7;DECRETO-LEI Nº 271;http://www.planalto.gov.br/ccivil_03/Decreto-Lei/Del0271.htm
Regularização Fundiária;07/12/1976;LEI N° 6.383, DE 7 DE DEZEMBRO DE 1976.;Dispõe sobre o Processo Discriminatório de Terras Devolutas da União, e dá outras Providências. Art. 29;LEI N° 6.383;http://www.planalto.gov.br/ccivil_03/leis/L6383.htm
Regularização Fundiária;15/05/1998;LEI Nº 9.636, DE 15 DE MAIO DE 1998.;Concessão de Direito Real de Uso Art. 18;LEI Nº 9.636;http://www.planalto.gov.br/ccivil_03/leis/l9636.htm
Regularização Fundiária;25/06/2009;LEI Nº 11.952, DE 25 DE JUNHO DE 2009.;"Dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, no âmbito da Amazônia Legal; altera as Leis nos 8.666, de 21 de junho de 1993, e 6.015, de 31 de dezembro de 1973; e dá outras providências. Art.13";LEI Nº 11.952;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2009/Lei/L11952complilado.htm
Regularização Fundiária;22/10/2015;LEI Nº 13.178, DE 22 DE OUTUBRO DE 2015.;"Dispõe sobre a ratificação dos registros imobiliários decorrentes de alienações e concessões de terras públicas situadas nas faixas de fronteira; e revoga o Decreto-Lei n° 1.414, de 18 de agosto de 1975, e a Lei no 9.871, de 23 de novembro de 1999";LEI Nº 13.178;http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/L13178.htm
Regularização Fundiária;11/07/2017;LEI Nº 13.465, DE 11 DE JULHO DE 2017.;"Dispõe sobre a regularização fundiária rural e urbana, sobre a liquidação de créditos concedidos aos assentados da reforma agrária e sobre a regularização fundiária no âmbito da Amazônia Legal; institui mecanismos para aprimorar a eficiência dos procedimentos de alienação de imóveis da União;";LEI Nº 13.465;http://www.planalto.gov.br/ccivil_03/_Ato2015-2018/2017/Lei/L13465.htm
Regularização Fundiária;05/09/1946;DECRETO-LEI Nº 9.760, DE 5 DE SETEMBRO DE 1946.;Dispõe sobre os bens imóveis da União e dá outras providências. Art. 164 e 175.;DECRETO-LEI Nº 9.760;http://www.planalto.gov.br/ccivil_03/Decreto-Lei/Del9760.htm
Regularização Fundiária;31/05/1982;DECRETO-LEI Nº 1.942, DE 31 DE MAIO DE 1982.;Dispõe sobre terras situadas em área indispensável à segurança nacional, no Estado do Paraná, e dá outras providências.;DECRETO-LEI Nº 1.942;http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1942.htm
Regularização Fundiária;28/10/2009;DECRETO Nº 6.992, DE 28 DE OUTUBRO DE 2009. (REVOGADO);Regulamenta a Lei no 11.952, de 25 de junho de 2009, para dispor sobre a regularização fundiária das áreas rurais situadas em terras da União, no âmbito da Amazônia Legal, definida pela Lei Complementar no 124, de 3 de janeiro de 2007, e dá outras providências. Revogado pelo Decreto n° 9309, de 2018.;DECRETO Nº 6.992;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2009/Decreto/D6992.htm
Regularização Fundiária;22/10/2010;DECRETO Nº 7.341, DE 22 DE OUTUBRO DE 2010.;Regulamenta a Lei no 11.952, de 25 de junho de 2009, para dispor sobre a regularização fundiária das áreas urbanas situadas em terras da União no âmbito da Amazônia Legal, definida pela Lei Complementar no 124, de 3 de janeiro de 2007, e dá outras providências;DECRETO Nº 7.341;http://www.planalto.gov.br/ccivil_03/_Ato2007-2010/2010/Decreto/D7341.htm
Regularização Fundiária;15/03/2018;DECRETO Nº 9.309, DE 15 DE MARÇO DE 2018.;Regulamenta a Lei nº 11.952, de 25 de junho de 2009, para dispor sobre a regularização fundiária das áreas rurais, e dá outras providências.;DECRETO Nº 9.309;http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/D9309.htm
Regularização Fundiária;15/03/2018;DECRETO Nº 9.310, DE 15 DE MARÇO DE 2018.;Institui as normas gerais e os procedimentos aplicáveis à Regularização Fundiária Urbana e estabelece os procedimentos para a avaliação e a alienação dos imóveis da União.;DECRETO Nº 9.310;http://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/decreto/D9310.htm
Regularização Fundiária;21/06/2010;INSTRUÇÃO NORMATIVA Nº 62, DE 21 DE JUNHO DE 2010. (REVOGADA);Diretrizes para descentralização das decisões, fixa as alçadas decisórias dos órgãos colegiados e dá outras providências. Revogada pela Instrução Normativa n° 81 de 2014.;INSTRUÇÃO NORMATIVA Nº 62;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_62-2010_fixa_alcadas_decisorias_alterada_in_no_81_14.pdf
